Date,Return,STD,ticker,COV1,COV2
2010/5/31,-0.07945435,0.020176226,SPY,-1.05E-05,0.000247654
2010/6/30,-0.051741074,0.016077532,SPY,-1.69E-05,0.000171295
2010/7/31,0.068300714,0.012410716,SPY,-1.50E-05,8.67E-05
2010/8/31,-0.044980868,0.011067602,SPY,-1.88E-05,9.50E-05
2010/9/30,0.089554703,0.009879845,SPY,-1.28E-05,4.29E-05
2010/10/31,0.038202575,0.006523814,SPY,9.74E-07,6.35E-05
2010/11/30,0,0.00939159,SPY,1.90E-06,0.00011522
2010/12/31,0.066852546,0.005410489,SPY,-5.15E-06,2.91E-05
2011/1/31,0.023299972,0.00643281,SPY,-6.05E-06,8.97E-06
2011/2/28,0.034737106,0.007351873,SPY,-4.51E-06,1.23E-05
2011/3/31,0.000119995,0.010283641,SPY,-1.27E-05,3.57E-05
2011/4/30,0.028961683,0.005565003,SPY,-1.54E-06,2.55E-05
2011/5/31,-0.011214547,0.006764922,SPY,-5.46E-06,8.89E-05
2011/6/30,-0.016869907,0.010406793,SPY,-1.36E-05,6.88E-05
2011/7/31,-0.020004783,0.009844268,SPY,-2.38E-06,4.28E-05
2011/8/31,-0.054975214,0.028951213,SPY,-5.53E-05,0.000308804
2011/9/30,-0.069420931,0.018272203,SPY,-3.02E-05,0.000190825
2011/10/31,0.109147256,0.018225759,SPY,-4.41E-05,0.000180429
2011/11/30,-0.004063731,0.019298787,SPY,-2.06E-05,0.000183212
2011/12/31,0.010448291,0.011874042,SPY,-5.93E-06,8.95E-05
2012/1/31,0.046374769,0.005501374,SPY,-5.49E-06,2.53E-05
2012/2/29,0.043405208,0.005260833,SPY,-2.06E-06,1.17E-05
2012/3/31,0.032163732,0.007183584,SPY,-7.73E-06,4.49E-05
2012/4/30,-0.006675911,0.009076492,SPY,-4.91E-06,5.56E-05
2012/5/31,-0.060055624,0.00816616,SPY,-5.30E-06,3.66E-05
2012/6/30,0.040581335,0.013009209,SPY,-1.54E-05,0.000151489
2012/7/31,0.011829799,0.008869521,SPY,-6.60E-06,6.37E-05
2012/8/31,0.025052349,0.005620649,SPY,-3.30E-06,2.09E-05
2012/9/30,0.025350672,0.007331112,SPY,-4.74E-06,2.41E-05
2012/10/31,-0.018198057,0.006739737,SPY,-5.10E-06,2.27E-05
2012/11/30,0.005659434,0.009616045,SPY,-4.76E-06,5.89E-05
2012/12/31,0.008934534,0.007295275,SPY,-6.90E-06,3.38E-06
2013/1/31,0.051190573,0.006305547,SPY,-1.83E-06,3.24E-06
2013/2/28,0.012758943,0.008430276,SPY,-9.10E-06,2.08E-05
2013/3/31,0.03797095,0.004796004,SPY,-1.67E-06,1.39E-05
2013/4/30,0.019212308,0.008906111,SPY,-3.94E-06,6.10E-05
2013/5/31,0.023609886,0.006645847,SPY,-3.34E-06,3.25E-05
2013/6/30,-0.013344754,0.010930248,SPY,2.32E-05,6.13E-05
2013/7/31,0.051676894,0.004432054,SPY,1.37E-06,5.42E-06
2013/8/31,-0.029992346,0.006548089,SPY,9.62E-07,-9.68E-06
2013/9/30,0.031646538,0.005372071,SPY,4.16E-06,9.03E-06
2013/10/31,0.046306389,0.007796316,SPY,5.41E-06,1.48E-05
2013/11/30,0.029638196,0.005568518,SPY,-6.80E-07,1.87E-05
2013/12/31,0.025926186,0.006128135,SPY,2.51E-06,7.24E-06
2014/1/31,-0.035248397,0.007941241,SPY,-4.50E-06,7.50E-06
2014/2/28,0.045516139,0.00783247,SPY,-5.31E-06,1.42E-05
2014/3/31,0.008295155,0.006346631,SPY,-6.32E-06,-8.87E-06
2014/4/30,0.006951802,0.008193014,SPY,-5.83E-06,4.81E-06
2014/5/31,0.023206233,0.005073919,SPY,-3.41E-06,1.21E-06
2014/6/30,0.020645231,0.003553262,SPY,-2.11E-07,-1.72E-06
2014/7/31,-0.013437852,0.006500947,SPY,-2.45E-06,-2.03E-06
2014/8/31,0.039463471,0.00487398,SPY,-2.22E-06,1.61E-07
2014/9/30,-0.01379647,0.005858005,SPY,-2.12E-06,1.01E-05
2014/10/31,0.023551318,0.011371946,SPY,-7.98E-06,2.72E-05
2014/11/30,0.027472236,0.002698319,SPY,-3.19E-07,1.52E-05
2014/12/31,-0.00253716,0.009724195,SPY,-9.36E-06,1.83E-05
2015/1/31,-0.029629114,0.010607533,SPY,-1.71E-05,2.91E-05
2015/2/28,0.056204538,0.005920821,SPY,-2.87E-06,3.35E-05
2015/3/31,-0.015705507,0.0089046,SPY,1.10E-05,4.31E-05
2015/4/30,0.009833604,0.005365944,SPY,-2.21E-06,2.25E-07
2015/5/31,0.012856372,0.006750981,SPY,4.01E-06,1.73E-06
2015/6/30,-0.020311945,0.007004753,SPY,-1.03E-05,1.97E-05
2015/7/31,0.022589317,0.007338081,SPY,-9.00E-06,2.84E-05
2015/8/31,-0.060950227,0.016865664,SPY,-1.31E-05,0.000120057
2015/9/30,-0.02551606,0.014178999,SPY,-1.96E-05,0.000140415
2015/10/31,0.085060186,0.007935113,SPY,-7.88E-06,2.08E-05
2015/11/30,0.003654612,0.007629521,SPY,-2.50E-06,3.36E-05
2015/12/31,-0.017282517,0.011463713,SPY,-1.27E-06,3.88E-05
2016/1/31,-0.049786355,0.01512632,SPY,-6.13E-07,0.000134944
2016/2/29,-0.00082589,0.011864874,SPY,-9.90E-06,6.95E-05
2016/3/31,0.067265621,0.007098752,SPY,-5.55E-06,2.85E-05
2016/4/30,0.003941158,0.006446154,SPY,-3.77E-06,2.33E-05
2016/5/31,0.017011709,0.006937079,SPY,-2.56E-06,1.53E-05
2016/6/30,0.003476016,0.011697494,SPY,-1.46E-05,7.13E-05
2016/7/31,0.036471242,0.004701784,SPY,-1.35E-06,3.82E-05
2016/8/31,0.00119753,0.003452845,SPY,5.11E-07,1.68E-05
2016/9/30,5.80E-05,0.00894095,SPY,1.00E-05,4.20E-05
2016/10/31,-0.017337172,0.004242482,SPY,1.47E-06,1.03E-05
2016/11/30,0.036838713,0.006635766,SPY,-5.21E-06,2.15E-05
2016/12/31,0.02027132,0.005044417,SPY,2.43E-06,-1.29E-06
2017/1/31,0.01789496,0.004174508,SPY,-3.43E-06,1.65E-06
2017/2/28,0.039291253,0.002879529,SPY,-2.70E-06,1.49E-06
2017/3/31,0.001250162,0.005271874,SPY,-2.06E-06,1.82E-05
2017/4/30,0.0099263,0.004754342,SPY,-5.58E-06,-2.72E-07
2017/5/31,0.014112884,0.00483643,SPY,-5.44E-06,8.44E-07
2017/6/30,0.006374908,0.004685425,SPY,9.47E-07,-4.51E-06
2017/7/31,0.020553862,0.003515562,SPY,1.45E-06,-2.25E-06
2017/8/31,0.002918012,0.005890123,SPY,-1.80E-06,7.80E-06
2017/9/30,0.020149447,0.003403851,SPY,-4.45E-06,-5.72E-07
2017/10/31,0.023563942,0.003159639,SPY,-7.59E-07,6.45E-06
2017/11/30,0.030565946,0.004078026,SPY,-1.19E-06,-2.40E-06
2017/12/31,0.012127886,0.00347107,SPY,-9.47E-07,-1.47E-06
2018/1/31,0.056358972,0.005455801,SPY,6.25E-08,1.20E-05
2018/2/28,-0.036360122,0.017468718,SPY,-4.02E-06,8.44E-05
2018/3/31,-0.027410591,0.012693676,SPY,-6.11E-06,2.66E-05
2018/4/30,0.005168327,0.010767363,SPY,-3.92E-07,4.41E-05
2018/5/31,0.024309218,0.006535656,SPY,-3.79E-06,2.77E-05
2018/6/30,0.00575062,0.005366845,SPY,-2.45E-06,7.62E-06
2018/7/31,0.037046341,0.005305525,SPY,4.10E-07,2.92E-05
2018/8/31,0.031919956,0.004386081,SPY,-1.44E-06,2.33E-05
2018/9/30,0.005945796,0.003526687,SPY,7.04E-08,1.95E-06
2018/10/31,-0.06910423,0.013910269,SPY,-8.06E-06,6.27E-05
2018/11/30,0.018548778,0.011834602,SPY,4.42E-06,4.17E-05
2018/12/31,-0.088048268,0.01886534,SPY,-6.92E-06,0.000109706
2019/1/31,0.080065424,0.011487581,SPY,-1.02E-05,4.16E-05
2019/2/28,0.032415744,0.005115353,SPY,1.76E-06,1.75E-05
2019/3/31,0.018100643,0.007414378,SPY,-8.45E-06,9.91E-06
2019/4/30,0.040852555,0.003893165,SPY,-1.91E-06,7.95E-06
2019/5/31,-0.063771318,0.009212449,SPY,-4.43E-06,5.21E-05
2019/6/30,0.069586992,0.006703083,SPY,8.67E-07,1.27E-05
2019/7/31,0.015118929,0.005349299,SPY,1.64E-06,1.37E-05
2019/8/31,-0.016743129,0.014516117,SPY,-2.20E-05,7.71E-05
2019/9/30,0.019457877,0.0054443,SPY,-5.50E-06,2.40E-06
2019/10/31,0.022104429,0.008110545,SPY,-5.46E-06,2.14E-05
2019/11/30,0.036198425,0.003564527,SPY,-6.29E-07,1.24E-05
2019/12/31,0.029055493,0.004723783,SPY,-4.25E-06,1.25E-05
2020/1/31,-0.000403948,0.007666375,SPY,-7.03E-06,1.77E-05
2020/2/29,-0.079165532,0.015716652,SPY,-1.36E-05,0.000110925
2020/3/31,-0.124871523,0.05647666,SPY,0.000173554,0.001153854
2020/4/30,0.126983638,0.025451797,SPY,2.62E-05,0.000192814
2020/5/31,0.047645348,0.014115319,SPY,-2.36E-06,0.000146043
2020/6/30,0.017734466,0.018106925,SPY,4.06E-06,0.000187355
2020/7/31,0.058892139,0.008219596,SPY,-1.87E-06,4.34E-05
2020/8/31,0.069796687,0.005157596,SPY,1.74E-06,2.47E-05
2020/9/30,-0.037443741,0.015407651,SPY,6.15E-06,8.92E-05
2020/10/31,-0.024933674,0.012822662,SPY,5.19E-07,6.81E-05
2020/11/30,0.108777057,0.010238234,SPY,-8.52E-07,3.57E-05
2020/12/31,0.037048477,0.005438699,SPY,-1.72E-06,5.80E-06
2021/1/31,-0.010190626,0.010519848,SPY,5.40E-07,3.63E-05
2021/2/28,0.027805535,0.00904171,SPY,1.17E-05,4.71E-05
2021/3/31,0.045399256,0.0102859,SPY,7.96E-06,5.28E-05
2021/4/30,0.052910476,0.006611876,SPY,9.41E-07,-5.57E-06
2021/5/31,0.00656615,0.008844562,SPY,1.16E-05,-4.70E-06
2021/6/30,0.022427228,0.005409507,SPY,-3.75E-07,9.50E-06
2021/7/31,0.024412751,0.00715245,SPY,-9.01E-06,6.46E-05
2021/8/31,0.029759711,0.005223742,SPY,1.08E-06,3.52E-05
2021/9/30,-0.046605407,0.008040593,SPY,-6.39E-07,4.51E-05
2021/10/31,0.070163649,0.006851191,SPY,-1.18E-06,1.43E-05
2021/11/30,-0.00803498,0.008066481,SPY,-5.62E-06,9.21E-05
2021/12/31,0.046247842,0.010667404,SPY,-7.83E-06,9.13E-05
2022/1/31,-0.052741159,0.011764377,SPY,-3.47E-07,2.13E-05
2022/2/28,-0.029517215,0.014135606,SPY,7.29E-06,-6.11E-05
2022/3/31,0.037590479,0.014707994,SPY,-2.06E-06,-0.000184902
2022/4/30,-0.087769123,0.015709217,SPY,1.72E-05,5.25E-05
2022/5/31,0.002257317,0.019696891,SPY,-4.27E-06,0.000188763
2022/6/30,-0.082460459,0.018703987,SPY,4.49E-05,2.49E-05
2022/7/31,0.092087434,0.012077249,SPY,5.36E-06,9.28E-05
2022/8/31,-0.040801915,0.012160443,SPY,2.96E-05,-5.14E-06
2022/9/30,-0.092445903,0.01506535,SPY,4.53E-05,0.00010544
2022/10/31,0.08127558,0.017570781,SPY,4.41E-05,7.07E-05
2022/11/30,0.055591654,0.0175815,SPY,7.71E-05,0.00011721
2022/12/31,-0.057628289,0.011340129,SPY,1.51E-05,9.33E-05
2023/1/31,0.06288732,0.010452654,SPY,3.26E-06,5.64E-05
2023/2/28,-0.025142637,0.009806439,SPY,2.96E-05,1.50E-05
2023/3/31,0.037077715,0.011430208,SPY,-2.69E-05,3.34E-05
2023/4/30,0.015974998,0.007591329,SPY,-9.82E-06,2.55E-05
2023/5/31,0.004616154,0.008056336,SPY,-1.09E-05,4.84E-05
2023/6/30,0.064799751,0.006619814,SPY,4.51E-07,1.67E-05
2023/7/31,0.032733217,0.005029803,SPY,1.75E-05,1.79E-05
2023/8/31,-0.016251845,0.007751654,SPY,1.24E-05,1.74E-05
2023/9/30,-0.047434539,0.006875627,SPY,3.98E-06,1.56E-05
2023/10/31,-0.021708571,0.008806506,SPY,1.04E-05,-3.06E-05
2023/11/30,0.09134375,0.007061701,SPY,2.18E-05,1.19E-05
2023/12/31,0.045655365,0.005971497,SPY,7.49E-06,3.40E-05
2024/1/31,0.015926405,0.007036241,SPY,4.40E-06,-2.85E-06
2024/2/29,0.05218686,0.007645933,SPY,1.37E-05,-6.74E-06
2024/3/31,0.032702102,0.00613162,SPY,2.41E-06,3.49E-06
2024/4/30,-0.040319708,0.008301641,SPY,8.55E-06,8.91E-06
2024/5/31,0.050579667,0.005983159,SPY,1.06E-05,2.49E-05
2024/6/30,0.035280076,0.004026675,SPY,5.22E-06,6.98E-06
2024/7/31,0.012109235,0.009042446,SPY,1.17E-05,2.13E-05
2024/8/31,0.023365389,0.01203882,SPY,-1.10E-05,3.40E-05
2024/9/30,0.021004765,0.008584061,SPY,-1.35E-06,6.44E-05
2024/10/31,-0.00892349,0.007003785,SPY,-1.87E-06,-3.70E-05
2024/11/30,0.059633385,0.007489007,SPY,-4.99E-06,-1.07E-06
2024/12/31,-0.024060113,0.009016573,SPY,1.34E-05,1.38E-05
2025/1/31,0.026856326,0.008783804,SPY,1.03E-05,-8.06E-06
2025/2/28,-0.012694791,0.008271078,SPY,6.40E-06,1.95E-05
2025/3/31,-0.062015704,0.013201567,SPY,-1.90E-05,4.08E-05
