DateTime,CPI
2022/10/1,0.005256038
2022/11/1,0.002446481
2022/12/1,0.000334775
2023/1/1,0.005515247
2023/2/1,0.00339484
2023/3/1,0.000553941
2023/4/1,0.00402794
2023/5/1,0.00151226
2023/6/1,0.002581466
2023/7/1,0.001696816
2023/8/1,0.004999754
2023/9/1,0.004037395
2023/10/1,0.000907689
2023/11/1,0.00141068
2023/12/1,0.002103302
2024/1/1,0.003430126
2024/2/1,0.003963924
2024/3/1,0.003488499
2024/4/1,0.002912463
2024/5/1,0.000396146
2024/6/1,-2.87411E-05
2024/7/1,0.001389195
2024/8/1,0.001801854
2024/9/1,0.002292037
2024/10/1,0.002264563
2024/11/1,0.002804502
2024/12/1,0.003646717
2025/1/1,0.004669351
2025/2/1,0.002159292
2025/3/1,-0.000500352
