DateTime,Real Manufacturing and Trade Industries Sales
2013/4/1,-0.001415517
2013/5/1,0.011315063
2013/6/1,-0.003104657
2013/7/1,0.00018329
2013/8/1,0.004149798
2013/9/1,0.00347469
2013/10/1,0.005435281
2013/11/1,0.012158908
2013/12/1,-0.003803101
2014/1/1,-0.010145175
2014/2/1,0.008478962
2014/3/1,0.008105795
2014/4/1,0.001123529
2014/5/1,0.00274983
2014/6/1,-0.000134739
2014/7/1,0.006126387
2014/8/1,0.001893693
2014/9/1,-0.000210957
2014/10/1,0.001482422
2014/11/1,0.002471933
2014/12/1,0.005729243
2015/1/1,0.001979498
2015/2/1,-0.004013818
2015/3/1,0.005551022
2015/4/1,0.007785129
2015/5/1,-0.010284847
2015/6/1,0.001723796
2015/7/1,0.002746915
2015/8/1,0.001249399
2015/9/1,0.009791099
2015/10/1,-0.002111528
2015/11/1,-0.001986954
2015/12/1,-0.001440442
2016/1/1,0.000683777
2016/2/1,0.007997675
2016/3/1,0.000400877
2016/4/1,-0.000919247
2016/5/1,-0.005612943
2016/6/1,0.005994347
2016/7/1,-0.000798889
2016/8/1,0.007630829
2016/9/1,0.001419153
2016/10/1,0.001230969
2016/11/1,0.000386762
2016/12/1,0.012191667
2017/1/1,0.002781665
2017/2/1,-0.001594636
2017/3/1,-0.002095339
2017/4/1,-0.003520151
2017/5/1,0.00404093
2017/6/1,0.003315555
2017/7/1,0.004028212
2017/8/1,0.005572374
2017/9/1,0.004850893
2017/10/1,0.005680063
2017/11/1,0.007472736
2017/12/1,0.006607176
2018/1/1,-0.013136818
2018/2/1,0.005002912
2018/3/1,-0.002211734
2018/4/1,0.000106576
2018/5/1,0.007440211
2018/6/1,-0.004671252
2018/7/1,0.002231041
2018/8/1,0.004874876
2018/9/1,-0.000342065
2018/10/1,-0.003212824
2018/11/1,0.003304203
2018/12/1,-0.002218688
2019/1/1,0.002093697
2019/2/1,-0.001908659
2019/3/1,-0.00222038
2019/4/1,-0.007599385
2019/5/1,0.006198036
2019/6/1,0.001186232
2019/7/1,0.0006376
2019/8/1,0.002624159
2019/9/1,-0.003193236
2019/10/1,-0.011232053
2019/11/1,0.00517499
2019/12/1,-0.004204734
2020/1/1,-0.001227275
2020/2/1,0.004377406
2020/3/1,-0.043601193
2020/4/1,-0.112772168
2020/5/1,0.079482135
2020/6/1,0.076185349
2020/7/1,0.026791304
2020/8/1,0.002621334
2020/9/1,0.004285432
2020/10/1,0.008402085
2020/11/1,0.000128315
2020/12/1,0.008456518
2021/1/1,0.020504215
2021/2/1,-0.02935818
2021/3/1,0.035565108
2021/4/1,5.45983E-05
2021/5/1,-0.020657921
2021/6/1,0.002384729
2021/7/1,0.00298944
2021/8/1,-0.006115084
2021/9/1,0.003564342
2021/10/1,0.006166544
2021/11/1,0.003077677
2021/12/1,-0.001706841
2022/1/1,0.013385167
2022/2/1,-0.007618507
2022/3/1,-0.004204262
2022/4/1,-0.000759105
2022/5/1,-0.013828797
2022/6/1,-0.003499639
2022/7/1,0.004843276
2022/8/1,0.013236889
2022/9/1,-0.003000316
2022/10/1,0.00321338
2022/11/1,-0.009378673
2022/12/1,0.010190503
2023/1/1,0.013164111
2023/2/1,-0.007436782
2023/3/1,-0.008546252
2023/4/1,-0.00097966
2023/5/1,0.009329889
2023/6/1,-0.00266316
2023/7/1,0.009461533
2023/8/1,-0.001472042
2023/9/1,0.005303666
2023/10/1,0.000260239
2023/11/1,0.006688867
2023/12/1,0.007787814
2024/1/1,-0.010101563
2024/2/1,0.004426697
2024/3/1,-0.001467295
2024/4/1,-0.002467455
2024/5/1,0.006196544
2024/6/1,0.004781695
2024/7/1,0.007188447
2024/8/1,0.000374572
2024/9/1,0.007180212
2024/10/1,-0.001847785
2024/11/1,0.004278963
2024/12/1,0.00839331
2025/1/1,-0.009518565
2025/2/1,0.008667179
2025/3/1,-0.015917865
